  0.150000     3.65116     0.00000
  0.250000     5.45995     0.00000
  0.350000     6.85351     0.00000
  0.450000     8.07733     0.00000
  0.550000     9.05321     0.00000
  0.650000     9.76107     0.00000
  0.750000    10.44313     0.00000
  0.850000    10.70911     0.00000
  0.950000    11.12968     0.00000
  1.050000    11.49600     0.00000
  1.150000    11.63414     0.00000
  1.250000    11.76693     0.00000
  1.350000    11.88886     0.00000
  1.450000    11.95241     0.00000
  1.550000    11.77815     0.00000
  1.650000    12.10147     0.00000
  1.750000    12.01924     0.00000
  1.850000    12.02501     0.00000
  1.950000    11.74643     0.00000
  2.050000    11.02934     0.00000
  2.150000    11.65475     0.00000
  2.250000    11.69769     0.00000
  2.350000    11.64976     0.00000
  2.450000    11.63853     0.00000
  2.550000    11.31419     0.00000
  2.650000    11.64476     0.00000
  2.750000    11.00921     0.00000
  0.150000  11833.23563     0.00000
  0.250000  10781.44247     0.00000
  0.350000  12543.15133     0.00000
  0.450000  13080.27963     0.00000
  0.550000  13831.12950     0.00000
  0.650000  14876.86124     0.00000
  0.750000  15690.60931     0.00000
  0.850000  16696.42490     0.00000
  0.950000  17552.28365     0.00000
  1.050000  18639.69558     0.00000
  1.150000  19680.08644     0.00000
  1.250000  20569.03625     0.00000
  1.350000  22598.89011     0.00000
  1.450000  23077.28271     0.00000
  1.550000  24413.55929     0.00000
  1.650000  25600.84531     0.00000
  1.750000  26939.50276     0.00000
  1.850000  28752.53648     0.00000
  1.950000  30981.31830     0.00000
  2.050000  31688.53079     0.00000
  2.150000  34902.72616     0.00000
  2.250000  35815.03023     0.00000
  2.350000  33809.62537     0.00000
  2.450000  36569.94005     0.00000
  2.550000  38268.96986     0.00000
  2.650000  43137.16478     0.00000
  2.750000  41954.99747     0.00000
