  0.150000     3.56370     0.00000
  0.250000     5.54234     0.00000
  0.350000     7.06508     0.00000
  0.450000     8.01185     0.00000
  0.550000     9.20492     0.00000
  0.650000     9.79120     0.00000
  0.750000    10.42390     0.00000
  0.850000    10.88507     0.00000
  0.950000    11.31692     0.00000
  1.050000    11.50294     0.00000
  1.150000    11.63077     0.00000
  1.250000    11.53358     0.00000
  1.350000    11.87349     0.00000
  1.450000    11.93137     0.00000
  1.550000    11.68024     0.00000
  1.650000    12.10109     0.00000
  1.750000    11.73749     0.00000
  1.850000    11.56240     0.00000
  1.950000    11.69794     0.00000
  2.050000    11.93951     0.00000
  2.150000    11.50522     0.00000
  2.250000    11.23353     0.00000
  2.350000    11.11335     0.00000
  2.450000    12.33432     0.00000
  2.550000    11.14280     0.00000
  2.650000    10.50101     0.00000
  2.750000    11.31132     0.00000
  0.150000  10139.38230     0.00000
  0.250000  11996.70738     0.00000
  0.350000  12411.78855     0.00000
  0.450000  13197.60033     0.00000
  0.550000  13984.89643     0.00000
  0.650000  14859.66954     0.00000
  0.750000  15460.24956     0.00000
  0.850000  16628.31483     0.00000
  0.950000  17539.38138     0.00000
  1.050000  18723.66691     0.00000
  1.150000  19963.12201     0.00000
  1.250000  21166.06529     0.00000
  1.350000  22018.66993     0.00000
  1.450000  22955.85147     0.00000
  1.550000  24553.32553     0.00000
  1.650000  25924.75904     0.00000
  1.750000  27874.04065     0.00000
  1.850000  28851.54580     0.00000
  1.950000  30006.90498     0.00000
  2.050000  31065.22173     0.00000
  2.150000  31565.59088     0.00000
  2.250000  33619.84268     0.00000
  2.350000  36793.21488     0.00000
  2.450000  35212.61864     0.00000
  2.550000  38867.02301     0.00000
  2.650000  40604.98797     0.00000
  2.750000  43067.45444     0.00000
