   0.09000   90.72952   12.00000
   0.17000   69.32855    8.00000
   0.17900   73.42573    4.00000
   0.19900   67.66345    5.00000
   0.27000   77.78489   14.00000
   0.35200   87.62627   14.00000
   0.38020   89.65302   13.50000
   0.40000   90.74618   17.00000
   0.40040   82.74152   10.20000
   0.42470   83.79243   11.20000
   0.44970   88.58588   12.90000
   0.47830   80.33366    9.00000
   0.48000    3.16462   62.00000
   0.59300   95.75331   13.00000
   0.68000  110.28892    8.00000
   0.78100  105.93333   12.00000
   0.87500  107.34822   17.00000
   0.88000  119.96317   40.00000
   0.90000  109.00903   23.00000
   1.03700  131.07231   20.00000
   1.30000  163.06451   17.00000
   1.36300  168.41236   33.60000
   1.43000  173.57181   18.00000
   1.53000  185.83231   14.00000
   1.75000  239.24278   40.00000
   1.96500  278.03888   50.40000
