  0.090000     83.8495     12.0000     70.3744
  0.170000     73.4229      8.0000     73.4139
  0.179000     78.9586      4.0000     73.7747
  0.199000     74.0711      5.0000     74.5897
  0.270000     67.3187     14.0000     77.6307
  0.352000     63.2103     14.0000     81.4217
  0.380200     76.1032     13.5000     82.7925
  0.400000     69.1037     17.0000     83.7750
  0.400400     79.8923     10.2000     83.7950
  0.424700     73.1410     11.2000     85.0235
  0.449700     55.4312     12.9000     86.3126
  0.478300     97.2259      9.0000     87.8183
  0.480000     83.4872     62.0000     87.9089
  0.593000     96.5472     13.0000     94.1784
  0.680000    103.2377      8.0000     99.3301
  0.781000    102.1352     12.0000    105.6440
  0.875000    125.2990     17.0000    111.8242
  0.880000     98.5460     40.0000    112.1608
  0.900000    104.8806     23.0000    113.5151
  1.037000    125.9272     20.0000    123.1167
  1.300000    156.4186     17.0000    143.0226
  1.363000    154.8111     33.6000    148.0569
  1.430000    132.5025     18.0000    153.5168
  1.530000    147.9785     14.0000    161.8626
  1.750000    127.4387     40.0000    181.0101
  1.965000    260.2706     50.4000    200.7017
