  0.090000     64.3498     12.0000     70.3744
  0.170000     69.1521      8.0000     73.4139
  0.179000     75.4890      4.0000     73.7747
  0.199000     72.3941      5.0000     74.5897
  0.270000     73.3427     14.0000     77.6307
  0.352000     67.5200     14.0000     81.4217
  0.380200     73.6627     13.5000     82.7925
  0.400000     68.1987     17.0000     83.7750
  0.400400     73.7546     10.2000     83.7950
  0.424700     83.9020     11.2000     85.0235
  0.449700     72.5220     12.9000     86.3126
  0.478300     90.6543      9.0000     87.8183
  0.480000     53.9594     62.0000     87.9089
  0.593000     94.9758     13.0000     94.1784
  0.680000    102.0172      8.0000     99.3301
  0.781000    101.4910     12.0000    105.6440
  0.875000    105.4937     17.0000    111.8242
  0.880000    127.9462     40.0000    112.1608
  0.900000    148.5176     23.0000    113.5151
  1.037000    147.6267     20.0000    123.1167
  1.300000    133.4435     17.0000    143.0226
  1.363000    164.5373     33.6000    148.0569
  1.430000    124.0236     18.0000    153.5168
  1.530000    160.6316     14.0000    161.8626
  1.750000    189.4040     40.0000    181.0101
  1.965000    272.5083     50.4000    200.7017
