   0.09000   41.44532   12.00000
   0.17000   84.20915    8.00000
   0.17900   85.38103    4.00000
   0.19900   71.16325    5.00000
   0.27000   85.25959   14.00000
   0.35200   65.28477   14.00000
   0.38020   90.05122   13.50000
   0.40000   85.05468   17.00000
   0.40040   81.31172   10.20000
   0.42470   86.32383   11.20000
   0.44970   77.90278   12.90000
   0.47830   96.13106    9.00000
   0.48000  140.06972   62.00000
   0.59300   86.94611   13.00000
   0.68000   93.98132    8.00000
   0.78100  100.44703   12.00000
   0.87500  152.59192   17.00000
   0.88000  195.90877   40.00000
   0.90000  104.12263   23.00000
   1.03700  112.16241   20.00000
   1.30000  130.86201   17.00000
   1.36300  167.56616   33.60000
   1.43000  138.54981   18.00000
   1.53000  171.22471   14.00000
   1.75000  130.38608   40.00000
   1.96500  188.31838   50.40000
