  0.090000     83.2416     12.0000     70.3744
  0.170000     83.5372      8.0000     73.4139
  0.179000     72.4322      4.0000     73.7747
  0.199000     80.0307      5.0000     74.5897
  0.270000     80.0545     14.0000     77.6307
  0.352000     47.2411     14.0000     81.4217
  0.380200     77.5823     13.5000     82.7925
  0.400000     90.3248     17.0000     83.7750
  0.400400     76.1878     10.2000     83.7950
  0.424700     92.7561     11.2000     85.0235
  0.449700     67.0185     12.9000     86.3126
  0.478300     87.9200      9.0000     87.8183
  0.480000     54.6440     62.0000     87.9089
  0.593000    100.7650     13.0000     94.1784
  0.680000    104.8526      8.0000     99.3301
  0.781000    100.7387     12.0000    105.6440
  0.875000    116.5317     17.0000    111.8242
  0.880000    148.1995     40.0000    112.1608
  0.900000    145.2777     23.0000    113.5151
  1.037000    137.0285     20.0000    123.1167
  1.300000    165.6192     17.0000    143.0226
  1.363000    198.7423     33.6000    148.0569
  1.430000    139.9224     18.0000    153.5168
  1.530000    160.7399     14.0000    161.8626
  1.750000    161.3254     40.0000    181.0101
  1.965000    177.7081     50.4000    200.7017
