   0.09000   63.78582   12.00000
   0.17000   73.75635    8.00000
   0.17900   71.06043    4.00000
   0.19900   70.46715    5.00000
   0.27000   83.86309   14.00000
   0.35200   81.94737   14.00000
   0.38020   91.84832   13.50000
   0.40000   53.61748   17.00000
   0.40040   96.00662   10.20000
   0.42470   89.05623   11.20000
   0.44970   82.40428   12.90000
   0.47830   81.82366    9.00000
   0.48000  120.74082   62.00000
   0.59300   73.21021   13.00000
   0.68000   99.54972    8.00000
   0.78100  121.78303   12.00000
   0.87500  121.82082   17.00000
   0.88000  137.28537   40.00000
   0.90000   60.60513   23.00000
   1.03700  124.60271   20.00000
   1.30000  160.03431   17.00000
   1.36300  198.44486   33.60000
   1.43000  163.76751   18.00000
   1.53000  176.05141   14.00000
   1.75000  191.52688   40.00000
   1.96500  217.88198   50.40000
