  0.090000     91.9975     12.0000     70.3744
  0.170000     88.7457      8.0000     73.4139
  0.179000     72.5720      4.0000     73.7747
  0.199000     77.4243      5.0000     74.5897
  0.270000     87.5802     14.0000     77.6307
  0.352000    114.5130     14.0000     81.4217
  0.380200     56.1831     13.5000     82.7925
  0.400000     67.1895     17.0000     83.7750
  0.400400     77.0010     10.2000     83.7950
  0.424700    106.8724     11.2000     85.0235
  0.449700     92.3318     12.9000     86.3126
  0.478300     81.0629      9.0000     87.8183
  0.480000    134.8414     62.0000     87.9089
  0.593000     99.0369     13.0000     94.1784
  0.680000    102.9822      8.0000     99.3301
  0.781000     95.1660     12.0000    105.6440
  0.875000    103.0159     17.0000    111.8242
  0.880000    141.8333     40.0000    112.1608
  0.900000    117.7761     23.0000    113.5151
  1.037000    128.4068     20.0000    123.1167
  1.300000    152.5978     17.0000    143.0226
  1.363000    117.8170     33.6000    148.0569
  1.430000    153.9076     18.0000    153.5168
  1.530000    142.2909     14.0000    161.8626
  1.750000    210.6451     40.0000    181.0101
  1.965000    219.9284     50.4000    200.7017
