  0.090000     63.3575     12.0000     70.3744
  0.170000     71.7864      8.0000     73.4139
  0.179000     65.6061      4.0000     73.7747
  0.199000     77.1807      5.0000     74.5897
  0.270000     61.4300     14.0000     77.6307
  0.352000     92.6303     14.0000     81.4217
  0.380200     64.6806     13.5000     82.7925
  0.400000     95.3091     17.0000     83.7750
  0.400400     81.2934     10.2000     83.7950
  0.424700     86.7127     11.2000     85.0235
  0.449700     73.8248     12.9000     86.3126
  0.478300     84.2244      9.0000     87.8183
  0.480000    145.9379     62.0000     87.9089
  0.593000     85.2268     13.0000     94.1784
  0.680000     99.5735      8.0000     99.3301
  0.781000     93.8759     12.0000    105.6440
  0.875000     73.2601     17.0000    111.8242
  0.880000    178.3942     40.0000    112.1608
  0.900000     59.3525     23.0000    113.5151
  1.037000    129.6517     20.0000    123.1167
  1.300000    122.3049     17.0000    143.0226
  1.363000    108.4091     33.6000    148.0569
  1.430000    151.1347     18.0000    153.5168
  1.530000    188.7156     14.0000    161.8626
  1.750000    290.6629     40.0000    181.0101
  1.965000    119.7705     50.4000    200.7017
