   0.31000    6.16015    0.00000
   0.36000    6.89106    0.00000
   0.40000    7.56936    0.00000
   0.44000    8.02601    0.00000
   0.48000    8.43603    0.00000
   0.52000    8.96329    0.00000
   0.56000    9.01635    0.00000
   0.59000    9.21971    0.00000
   0.64000    9.29347    0.00000
   0.31000 11256.11325    0.00000
   0.36000 11136.34151    0.00000
   0.40000 13307.39755    0.00000
   0.44000 13220.37828    0.00000
   0.48000 13128.72142    0.00000
   0.52000 13044.33220    0.00000
   0.56000 12484.22786    0.00000
   0.59000 14177.59105    0.00000
   0.64000 15628.32429    0.00000
