   0.31000    6.51013    0.00000
   0.36000    7.61301    0.00000
   0.40000    8.02340    0.00000
   0.44000    8.21316    0.00000
   0.48000    8.70303    0.00000
   0.52000    9.08116    0.00000
   0.56000    9.46721    0.00000
   0.59000    9.62674    0.00000
   0.64000   10.32873    0.00000
   0.31000 12484.27187    0.00000
   0.36000 14096.19858    0.00000
   0.40000 13872.50634    0.00000
   0.44000 13212.81201    0.00000
   0.48000 13396.74856    0.00000
   0.52000 15244.61950    0.00000
   0.56000 13700.88644    0.00000
   0.59000 14522.36719    0.00000
   0.64000 15041.91021    0.00000
