   0.31000    6.39273    0.00000
   0.36000    7.21059    0.00000
   0.40000    7.73954    0.00000
   0.44000    8.20688    0.00000
   0.48000    8.60186    0.00000
   0.52000    8.78551    0.00000
   0.56000    9.09736    0.00000
   0.59000    9.36890    0.00000
   0.64000   10.13619    0.00000
   0.31000 12101.31274    0.00000
   0.36000 12387.10201    0.00000
   0.40000 12760.13894    0.00000
   0.44000 13758.25413    0.00000
   0.48000 13414.46511    0.00000
   0.52000 13614.87073    0.00000
   0.56000 13857.97202    0.00000
   0.59000 13977.85358    0.00000
   0.64000 14805.35166    0.00000
