   0.31000    6.81508    0.00000
   0.36000    7.33916    0.00000
   0.40000    7.73250    0.00000
   0.44000    8.01963    0.00000
   0.48000    8.49943    0.00000
   0.52000    8.70009    0.00000
   0.56000    9.20924    0.00000
   0.59000    9.26295    0.00000
   0.64000    9.42567    0.00000
   0.31000 11939.76404    0.00000
   0.36000 11925.07883    0.00000
   0.40000 12577.29841    0.00000
   0.44000 12903.11812    0.00000
   0.48000 13292.48284    0.00000
   0.52000 13268.78220    0.00000
   0.56000 14788.49213    0.00000
   0.59000 14372.23324    0.00000
   0.64000 14487.82087    0.00000
