   0.31000    6.32933    0.00000
   0.36000    6.96203    0.00000
   0.40000    7.47193    0.00000
   0.44000    7.95807    0.00000
   0.48000    8.50499    0.00000
   0.52000    8.95474    0.00000
   0.56000    9.35620    0.00000
   0.59000    9.54267    0.00000
   0.64000    9.69960    0.00000
   0.31000 12522.53378    0.00000
   0.36000 11909.87057    0.00000
   0.40000 12103.32969    0.00000
   0.44000 12384.55063    0.00000
   0.48000 13013.01254    0.00000
   0.52000 12503.76468    0.00000
   0.56000 13021.57397    0.00000
   0.59000 13881.24481    0.00000
   0.64000 14511.24789    0.00000
