   0.31000    6.23535    0.00000
   0.36000    6.79816    0.00000
   0.40000    7.46708    0.00000
   0.44000    7.99807    0.00000
   0.48000    8.41708    0.00000
   0.52000    8.86202    0.00000
   0.56000    9.15816    0.00000
   0.59000    9.37138    0.00000
   0.64000    9.45766    0.00000
   0.31000 10842.89327    0.00000
   0.36000 11169.16725    0.00000
   0.40000 11128.72287    0.00000
   0.44000 12492.78894    0.00000
   0.48000 12714.82406    0.00000
   0.52000 13081.57120    0.00000
   0.56000 14909.78329    0.00000
   0.59000 15429.36076    0.00000
   0.64000 15224.10003    0.00000
