   0.31000    6.38620    0.00000
   0.36000    7.09895    0.00000
   0.40000    7.69495    0.00000
   0.44000    8.11786    0.00000
   0.48000    8.43063    0.00000
   0.52000    8.80031    0.00000
   0.56000    9.04064    0.00000
   0.59000    9.13252    0.00000
   0.64000    9.72830    0.00000
   0.31000 12165.02120    0.00000
   0.36000 12345.04241    0.00000
   0.40000 13351.56628    0.00000
   0.44000 13339.78908    0.00000
   0.48000 14130.84583    0.00000
   0.52000 14876.53957    0.00000
   0.56000 14638.11824    0.00000
   0.59000 13252.64969    0.00000
   0.64000 14286.42012    0.00000
