   0.31000    6.51070    0.00000
   0.36000    7.35100    0.00000
   0.40000    7.87703    0.00000
   0.44000    8.15994    0.00000
   0.48000    8.43663    0.00000
   0.52000    8.87499    0.00000
   0.56000    9.01460    0.00000
   0.59000    9.27902    0.00000
   0.64000    9.32744    0.00000
   0.31000 11511.88313    0.00000
   0.36000 12475.50096    0.00000
   0.40000 13097.42439    0.00000
   0.44000 13195.77714    0.00000
   0.48000 13114.93883    0.00000
   0.52000 13173.17995    0.00000
   0.56000 13163.85196    0.00000
   0.59000 13435.07963    0.00000
   0.64000 14447.90606    0.00000
