   0.31000    6.74296    0.00000
   0.36000    7.44812    0.00000
   0.40000    7.79146    0.00000
   0.44000    8.15851    0.00000
   0.48000    8.43601    0.00000
   0.52000    8.73823    0.00000
   0.56000    9.04641    0.00000
   0.59000    9.41041    0.00000
   0.64000    9.71453    0.00000
   0.31000 12286.22788    0.00000
   0.36000 13795.99546    0.00000
   0.40000 13283.79908    0.00000
   0.44000 13281.59152    0.00000
   0.48000 13488.94697    0.00000
   0.52000 12653.83587    0.00000
   0.56000 12794.92247    0.00000
   0.59000 14714.97762    0.00000
   0.64000 14559.01009    0.00000
