   0.31000    6.38267    0.00000
   0.36000    6.91202    0.00000
   0.40000    7.64272    0.00000
   0.44000    8.05813    0.00000
   0.48000    8.78539    0.00000
   0.52000    9.23813    0.00000
   0.56000    9.40465    0.00000
   0.59000    9.55677    0.00000
   0.64000    9.48934    0.00000
   0.31000 11373.23738    0.00000
   0.36000 12441.03918    0.00000
   0.40000 13034.09927    0.00000
   0.44000 13010.58111    0.00000
   0.48000 14276.52485    0.00000
   0.52000 15339.78389    0.00000
   0.56000 16004.87264    0.00000
   0.59000 15248.98002    0.00000
   0.64000 14549.92384    0.00000
