   0.31000    6.74590    0.00000
   0.36000    7.44104    0.00000
   0.40000    7.91614    0.00000
   0.44000    8.20458    0.00000
   0.48000    8.59378    0.00000
   0.52000    8.93927    0.00000
   0.56000    9.22136    0.00000
   0.59000    9.56351    0.00000
   0.64000   10.25159    0.00000
   0.31000 11312.93595    0.00000
   0.36000 12706.98239    0.00000
   0.40000 12830.68504    0.00000
   0.44000 13167.67733    0.00000
   0.48000 13549.48018    0.00000
   0.52000 15119.70431    0.00000
   0.56000 14097.11518    0.00000
   0.59000 14477.99009    0.00000
   0.64000 14406.45245    0.00000
