  0.310000     6.42487     0.00000
  0.360000     7.37786     0.00000
  0.400000     7.74593     0.00000
  0.440000     8.30286     0.00000
  0.480000     8.67274     0.00000
  0.520000     9.00542     0.00000
  0.560000     9.31115     0.00000
  0.590000     9.38403     0.00000
  0.640000     9.82242     0.00000
  0.310000  11590.22138     0.00000
  0.360000  12837.43561     0.00000
  0.400000  12777.94152     0.00000
  0.440000  13576.10023     0.00000
  0.480000  13559.61068     0.00000
  0.520000  14157.43430     0.00000
  0.560000  15595.43961     0.00000
  0.590000  15231.46622     0.00000
  0.640000  15144.00289     0.00000
