   0.31000    6.77079    0.00000
   0.36000    7.49527    0.00000
   0.40000    7.98977    0.00000
   0.44000    8.29322    0.00000
   0.48000    8.63847    0.00000
   0.52000    9.08196    0.00000
   0.56000    9.26158    0.00000
   0.59000    9.39094    0.00000
   0.64000    9.98093    0.00000
   0.31000 13181.97387    0.00000
   0.36000 13093.49592    0.00000
   0.40000 12760.17551    0.00000
   0.44000 12896.47373    0.00000
   0.48000 13543.97547    0.00000
   0.52000 13835.76781    0.00000
   0.56000 12980.98530    0.00000
   0.59000 12686.20983    0.00000
   0.64000 14344.07190    0.00000
