  0.090000     78.0122     12.0000     70.3744
  0.170000     93.5328      8.0000     73.4139
  0.179000     76.5999      4.0000     73.7747
  0.199000     75.6206      5.0000     74.5897
  0.270000     71.2523     14.0000     77.6307
  0.352000     75.7964     14.0000     81.4217
  0.380200     59.9582     13.5000     82.7925
  0.400000     64.1510     17.0000     83.7750
  0.400400     93.3292     10.2000     83.7950
  0.424700     67.2302     11.2000     85.0235
  0.449700    101.1001     12.9000     86.3126
  0.478300     82.0097      9.0000     87.8183
  0.480000    138.7342     62.0000     87.9089
  0.593000     81.2874     13.0000     94.1784
  0.680000     99.5861      8.0000     99.3301
  0.781000    152.8783     12.0000    105.6440
  0.875000    139.3538     17.0000    111.8242
  0.880000     97.3641     40.0000    112.1608
  0.900000     91.3430     23.0000    113.5151
  1.037000    120.1424     20.0000    123.1167
  1.300000    135.3634     17.0000    143.0226
  1.363000    145.9877     33.6000    148.0569
  1.430000    139.7951     18.0000    153.5168
  1.530000    170.3294     14.0000    161.8626
  1.750000    204.8619     40.0000    181.0101
  1.965000    130.5795     50.4000    200.7017
  2.340000    242.6967      7.0000    237.1733
