  0.090000     63.3857     12.0000     70.3744
  0.170000     65.2160      8.0000     73.4139
  0.179000     67.3758      4.0000     73.7747
  0.199000     62.4535      5.0000     74.5897
  0.270000     88.2274     14.0000     77.6307
  0.352000     75.1649     14.0000     81.4217
  0.380200     68.3620     13.5000     82.7925
  0.400000     56.2185     17.0000     83.7750
  0.400400     94.2071     10.2000     83.7950
  0.424700     70.8777     11.2000     85.0235
  0.449700     84.6937     12.9000     86.3126
  0.478300     84.8130      9.0000     87.8183
  0.480000    127.2218     62.0000     87.9089
  0.593000    105.5525     13.0000     94.1784
  0.680000     96.1237      8.0000     99.3301
  0.781000    112.9841     12.0000    105.6440
  0.875000    107.2217     17.0000    111.8242
  0.880000    117.8767     40.0000    112.1608
  0.900000    104.4519     23.0000    113.5151
  1.037000    104.5659     20.0000    123.1167
  1.300000    140.6419     17.0000    143.0226
  1.363000    106.8345     33.6000    148.0569
  1.430000    166.9683     18.0000    153.5168
  1.530000    165.4326     14.0000    161.8626
  1.750000    204.1528     40.0000    181.0101
  1.965000    192.6662     50.4000    200.7017
  2.340000    242.0139      7.0000    237.1733
