   0.09000   73.28602   12.00000
   0.17000   77.71285    8.00000
   0.17900   75.06473    4.00000
   0.19900   68.66635    5.00000
   0.27000   84.15329   14.00000
   0.35200   55.23537   14.00000
   0.38020   63.94792   13.50000
   0.40000   78.19028   17.00000
   0.40040   90.22582   10.20000
   0.42470  101.10153   11.20000
   0.44970   84.94728   12.90000
   0.47830   89.76636    9.00000
   0.48000  104.94812   62.00000
   0.59300   89.96411   13.00000
   0.68000   99.86572    8.00000
   0.78100  114.65663   12.00000
   0.87500  109.29072   17.00000
   0.88000  131.47897   40.00000
   0.90000   71.00583   23.00000
   1.03700  124.53071   20.00000
   1.30000  161.75661   17.00000
   1.36300  159.08876   33.60000
   1.43000  134.27981   18.00000
   1.53000  151.47701   14.00000
   1.75000  202.66648   40.00000
   1.96500  164.34788   50.40000
   2.34000  236.88788    7.00000
