  0.090000     76.9629     12.0000     70.3744
  0.170000     73.0715      8.0000     73.4139
  0.179000     76.4889      4.0000     73.7747
  0.199000     78.7123      5.0000     74.5897
  0.270000     71.3983     14.0000     77.6307
  0.352000     80.8961     14.0000     81.4217
  0.380200     73.7367     13.5000     82.7925
  0.400000    113.9325     17.0000     83.7750
  0.400400     71.5834     10.2000     83.7950
  0.424700     80.9907     11.2000     85.0235
  0.449700     90.2209     12.9000     86.3126
  0.478300     93.8130      9.0000     87.8183
  0.480000     55.0769     62.0000     87.9089
  0.593000    115.1466     13.0000     94.1784
  0.680000     99.1104      8.0000     99.3301
  0.781000     89.5049     12.0000    105.6440
  0.875000    101.8276     17.0000    111.8242
  0.880000     87.0363     40.0000    112.1608
  0.900000    166.4251     23.0000    113.5151
  1.037000    121.6307     20.0000    123.1167
  1.300000    126.0109     17.0000    143.0226
  1.363000     97.6689     33.6000    148.0569
  1.430000    143.2661     18.0000    153.5168
  1.530000    147.6737     14.0000    161.8626
  1.750000    170.4933     40.0000    181.0101
  1.965000    183.5214     50.4000    200.7017
  2.340000    228.7829      7.0000    237.1733
