   0.09000   80.07222   12.00000
   0.17000   84.05745    8.00000
   0.17900   70.17413    4.00000
   0.19900   66.94145    5.00000
   0.27000   76.98539   14.00000
   0.35200   66.08147   14.00000
   0.38020   71.42492   13.50000
   0.40000  104.63108   17.00000
   0.40040   82.49322   10.20000
   0.42470   89.57623   11.20000
   0.44970   72.92698   12.90000
   0.47830   91.56526    9.00000
   0.48000   37.61712   62.00000
   0.59300   93.96021   13.00000
   0.68000  109.31232    8.00000
   0.78100  133.21603   12.00000
   0.87500   91.18872   17.00000
   0.88000   80.80587   40.00000
   0.90000  135.15713   23.00000
   1.03700  125.96291   20.00000
   1.30000  134.00301   17.00000
   1.36300  120.37936   33.60000
   1.43000  119.87421   18.00000
   1.53000  131.91661   14.00000
   1.75000  176.25028   40.00000
   1.96500  183.69548   50.40000
   2.34000  231.38758    7.00000
