   0.09000   69.59552   12.00000
   0.17000   75.30715    8.00000
   0.17900   74.58273    4.00000
   0.19900   71.23765    5.00000
   0.27000   81.75149   14.00000
   0.35200   82.01177   14.00000
   0.38020   98.96682   13.50000
   0.40000   98.17698   17.00000
   0.40040   90.08232   10.20000
   0.42470   92.45113   11.20000
   0.44970   70.18768   12.90000
   0.47830   81.44736    9.00000
   0.48000  114.15582   62.00000
   0.59300   99.89401   13.00000
   0.68000   96.97972    8.00000
   0.78100  106.09143   12.00000
   0.87500  117.13512   17.00000
   0.88000  125.68407   40.00000
   0.90000  129.36453   23.00000
   1.03700  109.03141   20.00000
   1.30000  151.47791   17.00000
   1.36300  173.43446   33.60000
   1.43000  165.61581   18.00000
   1.53000  154.81371   14.00000
   1.75000  138.85408   40.00000
   1.96500  253.53118   50.40000
   2.34000  243.21578    7.00000
