  0.090000     70.3104     12.0000     70.3744
  0.170000     71.3976      8.0000     73.4139
  0.179000     79.1498      4.0000     73.7747
  0.199000     71.9222      5.0000     74.5897
  0.270000     64.1349     14.0000     77.6307
  0.352000     73.5219     14.0000     81.4217
  0.380200     80.8812     13.5000     82.7925
  0.400000     74.8774     17.0000     83.7750
  0.400400     81.2470     10.2000     83.7950
  0.424700     90.4356     11.2000     85.0235
  0.449700     99.2199     12.9000     86.3126
  0.478300     79.8663      9.0000     87.8183
  0.480000    144.2830     62.0000     87.9089
  0.593000    100.8512     13.0000     94.1784
  0.680000    108.1198      8.0000     99.3301
  0.781000     77.2186     12.0000    105.6440
  0.875000    106.7380     17.0000    111.8242
  0.880000     69.3018     40.0000    112.1608
  0.900000     98.6559     23.0000    113.5151
  1.037000    137.9559     20.0000    123.1167
  1.300000    160.1007     17.0000    143.0226
  1.363000    128.3961     33.6000    148.0569
  1.430000    145.2475     18.0000    153.5168
  1.530000    200.2919     14.0000    161.8626
  1.750000    152.9580     40.0000    181.0101
  1.965000    181.4519     50.4000    200.7017
  2.340000    235.1663      7.0000    237.1733
