   0.09000   70.37436   12.00000
   0.17000   73.41393    8.00000
   0.17900   73.77466    4.00000
   0.19900   74.58973    5.00000
   0.27000   77.63069   14.00000
   0.35200   81.42173   14.00000
   0.38020   82.79251   13.50000
   0.40000   83.77499   17.00000
   0.40040   83.79501   10.20000
   0.42470   85.02346   11.20000
   0.44970   86.31259   12.90000
   0.47830   87.81833    9.00000
   0.48000   87.90886   62.00000
   0.59300   94.17840   13.00000
   0.68000   99.33006    8.00000
   0.78100  105.64396   12.00000
   0.87500  111.82421   17.00000
   0.88000  112.16083   40.00000
   0.90000  113.51511   23.00000
   1.03700  123.11670   20.00000
   1.30000  143.02260   17.00000
   1.36300  148.05688   33.60000
   1.43000  153.51681   18.00000
   1.53000  161.86255   14.00000
   1.75000  181.01009   40.00000
   1.96500  200.70169   50.40000
   2.34000  237.17329    7.00000
