  0.090000     42.4913     12.0000     70.3744
  0.170000     88.7522      8.0000     73.4139
  0.179000     64.6165      4.0000     73.7747
  0.199000     71.4325      5.0000     74.5897
  0.270000    102.9449     14.0000     77.6307
  0.352000     73.1637     14.0000     81.4217
  0.380200     83.8112     13.5000     82.7925
  0.400000     84.2460     17.0000     83.7750
  0.400400     65.7719     10.2000     83.7950
  0.424700     92.7707     11.2000     85.0235
  0.449700     95.0086     12.9000     86.3126
  0.478300     66.7090      9.0000     87.8183
  0.480000     94.2168     62.0000     87.9089
  0.593000     94.0529     13.0000     94.1784
  0.680000    108.4390      8.0000     99.3301
  0.781000    104.8639     12.0000    105.6440
  0.875000    101.9574     17.0000    111.8242
  0.880000     68.0323     40.0000    112.1608
  0.900000    120.7356     23.0000    113.5151
  1.037000    142.6339     20.0000    123.1167
  1.300000    133.9787     17.0000    143.0226
  1.363000    150.7795     33.6000    148.0569
  1.430000    144.2852     18.0000    153.5168
  1.530000    173.5109     14.0000    161.8626
  1.750000    162.7623     40.0000    181.0101
  1.965000    120.2636     50.4000    200.7017
  2.340000    229.6649      7.0000    237.1733
